epoch,loss,val_loss
24,0.06795414259036382,0.09131761064132055
25,0.06730210691690446,0.0917930821577708
26,0.06870134393374125,0.09401509493589401
27,0.06695722848176956,0.08339822371800741
28,0.06491355270147324,0.09572149624427159
29,0.06558583348989487,0.08818154275417328
30,0.06535909871260324,0.09120262781778972
31,0.06547107011079788,0.08494132479031881
32,0.06618400096893311,0.08444982161124548
33,0.06645302971204121,0.10661211222410202
34,0.06718775823712349,0.12102182388305664
35,0.06565719872713088,0.09410246729850769
36,0.06427228758732478,0.10202699840068817
37,0.06332757244507471,0.10171189765135447
38,0.06731904943784078,0.09468256771564483
39,0.06457187354564667,0.08386692215998967
40,0.06301582371195158,0.08787696182727814
41,0.06461810926596323,0.10232659171024959
42,0.06305372516314188,0.08847304165363312
43,0.06370687514543533,0.09554932097593943
44,0.06245589892069499,0.0889411665002505
45,0.06213446021080017,0.09786295672257742
46,0.06157816747824351,0.09701317568620046
47,0.06133386254310608,0.09180311193068823
48,0.06136114825805028,0.10352890322605769
49,0.06115407014886538,0.08380768378575643
0,0.07766949584086737,0.08568662891785304
1,0.07212809314330419,0.08922008087237676
2,0.07076271106799444,0.08341703524192175
3,0.06919565796852112,0.09017743815978368
4,0.06971665933728217,0.10730406800905863
5,0.06912116368611654,0.08069995403289795
6,0.06913443138202031,0.08003983944654465
7,0.06707241853078207,0.09771435598532359
8,0.06755972822507222,0.09988251616557439
9,0.07103139032920201,0.1010801770289739
10,0.07054481486479441,0.08578741510709127
11,0.06843126555283864,0.09098718742529552
12,0.06830872396628061,0.11307190040747325
13,0.0653404928247134,0.07611426641543706
14,0.06560703655083974,0.07811850796143215
15,0.06623775204022725,0.0913718393445015
16,0.06660618801911672,0.08158085256814956
17,0.06499746590852737,0.09481561064720154
18,0.06445769151051839,0.08237864971160888
19,0.06339780747890472,0.07673218240340551
20,0.06270804534355799,0.07810451030731201
21,0.06204625993967056,0.08024248987436294
22,0.06312754586338996,0.09681634336709977
23,0.06447857032219569,0.09877790451049805
24,0.06464592675367992,0.09313272207975387
25,0.06632847766081493,0.08749802440404891
26,0.06450625310341516,0.11171485324700674
27,0.06364376197258631,0.07812316904465358
28,0.061803418000539144,0.07960554838180542
29,0.060576508194208144,0.07752127230167388
30,0.060374435186386105,0.08472550173600514
31,0.06006954217950503,0.08440757264693578
32,0.060811844517787296,0.09824201683203379
33,0.059989978969097135,0.08352212071418762
34,0.05834256832798322,0.07844932585954666
35,0.05960116073489189,0.09123637596766154
36,0.06010457108418147,0.10374050209919612
37,0.06418735022346178,0.08221036156018575
38,0.06204517443974813,0.08485105137030284
39,0.059493988156318664,0.07935212333997091
40,0.0592778272430102,0.09574850827455521
41,0.05859503815571467,0.08523683905601502
42,0.05772294590870539,0.08200986822446188
43,0.057582355936368304,0.09212547610203425
44,0.05667204851905505,0.08266869803269704
45,0.05651377394795418,0.07909365365902583
46,0.056527734597524006,0.08239390740791956
47,0.05650765563050906,0.07656388938426971
48,0.05608484188715617,0.08272768487532933
49,0.056086299965778984,0.08292136867841085
